UniprotAccession,BRAIN,BROWN_ADIPOSE_TISSUE,CEREBELLUM,CEREBRAL_CORTEX,HEART,KIDNEY,LIVER,LUNG,MUSCLE,PANCREAS,SPLEEN,WHOLE_ORGANISM
A2ARA8,0.008,,4.16,,0.388,1.95,,122.0,,,0.305,2.12
A2ARI4,,,50.5,,,,,,,,,0.035
A2ARJ3,,,,,,,,,,,,0.167
A2ARK0,,,,,,,,,,,,0.032
A2ARL5,,,,,,,,,,,,0.128
A2ARP1,6.9,1.84,11.3,,1.54,0.045,0.033,2.6,0.65,0.148,0.862,0.576
A2ARP9,,,,,,,,,,,,0.096
A2ARR7,0.025,,,,,,,,,,,0.198
A2ARR8,,,,,,,,,,,,0.032
A2ARS0,0.646,,,,,,,,,,,0.206
A2ART0,0.019,,7.23,,,,,,,,,0.154
A2ART2,,,,,,,,,,,,0.05
A2ART4,0.021,,,,,,,,,,,0.149
A2ART8,,,,,,,,,,,,0.015
A2ARV4,0.002,1.65,3.06,20.1,10.3,851.0,53.7,60.7,3.77,1.4,1.86,33.1
A2ARV7,,,1.47,,,,,,,,,0.165
A2ARW5,,,,,,,,,,,,0.241
A2ARX0,,,,,,,,,,,,0.118
A2ARY1,,,,,,,,,,,,0.001
A2ARZ0,,,,,,,,,,,,0.004
A2ARZ3,0.016,,,,0.141,,21.2,,,,,0.008
A2AS37,6.92,,,,,,,,,,,142.0
A2AS55,0.02,,4.61,,,,,,,,,0.027
A2ASA8,0.019,,,,,,,,,,,0.002
A2ASI5,1.1,,1.05,,0.003,,,,,,,0.548
A2ASI9,,,,,,,,,,,,2e-05
A2ASJ0,,,,,,,,,,,,2e-05
A2ASJ1,,,,,,,,,,,,0.007
A2ASP7,,,6.36,,,,,,,,,0.137
A2ASQ1,23.9,12.6,1.48,,38.5,19.0,0.691,126.0,1.17,0.54,0.077,22.9
A2ASS6,0.006,105.0,57.1,647.0,1087.0,0.075,6.96,34.7,71841.0,94.5,107.0,2.77
A2ASU7,,,,,,,,,,,,0.003
A2ASV2,,,,,,,,,,,,0.001
A2ASV3,,,,,,,,,,,,0.016
A2ASZ8,5.79,,0.536,,,,,,0.459,,,2.65
A2AT37,2.27,2.13,17.8,0.085,0.24,0.107,0.39,3.29,1.01,78.7,67.0,1.87
A2AT78,,,,,,,,,,,,0.0004
A2AT96,,,,,,,,,,,,0.03
A2ATE0,,,,,,,,,,,,0.0003
A2ATJ4,,,,,,,,,,,,0.025
A2ATK9,0.091,,14.1,,,,,1.68,0.022,,,0.224
A2ATU0,0.06,49.1,7.69,1.45,0.476,39.6,683.0,4.94,0.061,76.1,0.224,16.2
A2ATW2,,,,,,,,,,,,0.02
A2ATY4,,,5.54,,,,,,,,,0.03
A2AU34,,,11.7,,,,,,,,,0.035
A2AU37,0.377,,,,,,,,,,,0.482
A2AU72,,,,,,,,2.33,,,,0.018
A2AU83,,,,,,,,,,,,0.092
A2AUA2,,,,,,,,,,,,0.087
A2AUC9,0.385,5.43,0.015,0.841,111.0,,0.433,10.6,760.0,0.043,7.23,0.305
A2AUM9,,,,,0.087,,,,,,,0.256
A2AUP1,,0.549,3.3,,,,0.132,0.129,,,0.165,1.05
A2AUQ7,,,,,,,,,,,,0.046
A2AUQ8,,,,,,,,,,,,0.001
A2AUS6,,,,,,,,,,,,0.011
A2AUU0,,,,,,,,,,,,0.351
A2AUY4,,,7.36,,,,,,1.11,,,0.21
A2AV10,,,,,,,,,,,,0.0001
A2AV11,,,,,,,,,,,,0.051
A2AV13,,,,,,,,,,,,0.011
A2AV25,0.019,,13.4,,,,,,,,,0.004
A2AV72,,,,,,,,,,,,5.62
A2AVA0,0.05,,6.15,,0.023,0.036,,8.05,1.8,0.072,0.287,0.122
A2AVB5,,,,,,,,,,,,7e-06
A2AVB8,,,,,,,,,,,,0.034
A2AVC0,,,,,,,,,,,,0.0002
A2AVC3,,,,,,,,,,,,0.028
A2AVC4,0.634,,,,,,,,,,,
A2AVC7,,,,,,,,,,,,0.016
A2AVJ5,,,,,,,,,,,,0.074
A2AVR2,0.015,,,,,,,,,,,0.002
A2AVT5,,,,,,,,,,,,0.065
A2AVW3,,,,,,,,,,,,0.043
A2AVZ9,0.056,,,,0.533,,,8.74,0.082,,2.41,0.058
A2AW66,,,,,,,,,,,,0.145
A2AW67,0.024,,,,,,,,,,,0.148
A2AWA9,34.2,11.8,71.8,2.93,6.42,21.9,6.36,134.0,1.03,27.2,12.2,13.7
A2AWF2,0.02,,,,,,,,,,,4.2
A2AWL7,0.131,,5.8,,0.041,,,,,,,7.38
A2AWL9,,,,,,,,,,,,0.206
A2AWM0,,,,,,,,,,,,0.002
A2AWP0,,,,,,,,,,,,0.016
A2AWP8,0.712,0.008,16.1,,7.86,0.17,4.37,0.236,1.85,104.0,,4.68
A2AWR3,,,7.66,,,,,,,,,0.008
A2AWR5,0.141,,,,,,,,,,,0.015
A2AWT3,0.019,,7.79,,,,,,,,,1.09
A2AX52,,,,,0.023,,,5.69,,,0.149,0.08
A2BDX3,2.19,,88.8,,4.99,0.254,1.29,0.194,1.0,0.555,19.7,15.4
A2BDX4,,,,,,,,,,,,8e-05
A2BE20,,,,,,,,,,,,0.052
A2BE28,15.5,0.53,34.0,,0.173,,0.07,2.85,0.034,,1.26,39.3
A2BE32,,,,,,,,,,,,0.001
A2BED8,,,,,,,,,,,,0.01
A2BEE3,,,,,,,,,,,,0.01
A2BFG5,0.02,,,,,,,,,,,0.138
A2BFG8,,,,,,,,,,,,0.041
A2BFL2,,,,,,,5.08,,,,,0.042
A2BFU4,,,,,,,,,,,,0.088
A2BFU6,,,,,,,,,,,,0.076
A2BFZ7,,,,,,,,,,,,0.0003
A2BG95,,,,,,,,,,,,0.068
A2BGH0,,,4.45,,,,,,,,,0.033
A2BGJ5,,,,,,,,,,,,0.041
A2BH01,,,,,,,,,,,,0.007
A2BH40,18.5,0.063,33.6,0.846,5.63,39.6,11.2,6.25,0.173,4.19,2.22,14.2
A2BH64,,,,,,,,,,,,1.08
A2BHD2,,,0.198,,,4.95,,7.76,,,,0.985
A2BHG6,,,,,,,,,,,,0.003
A2BHP6,,,,,,,,,,,,0.027
A2BI02,,,,,,,,,,,,0.337
A2BI40,,,,,,,,,,,,0.006
A2BI45,,,,,,,,,,,,0.009
A2BI50,,,,,,,,,,,,0.009
A2BI72,,,,,,,,,,,,0.323
A2CE44,0.021,,,,,,,,,,,0.519
A2CEK7,12.0,0.653,,,0.179,15.9,46.8,1.12,50.6,0.731,0.909,213.0
A2CEL0,7.68,0.46,,,0.11,257.0,247.0,1.15,,0.575,0.571,191.0
A2CFD5,,,,,,,,,,,,0.0003
A2CG22,,,,,,,,,,,,0.007
A2CG24,,,,,,,,,,,,0.047
A2CG29,,,,,,,,,,,,0.014
A2CG49,14.8,0.2,11.9,13.7,0.258,,0.013,2.36,0.122,,,2.99
A2CG63,0.475,,13.6,,0.087,,,,0.005,,,1.21
A2CG71,,,,,,,,,,,,0.0003
A2CG92,,,,,,,,,,,,0.0003
A2CGC2,,,,,,,,,,,,0.0003
A2CI98,,,,,,,,,,,,0.008
A2RRY8,,,,,,,,,,,,0.092
A2RRY9,,,,,,,,,,,,0.018
A2RS33,,,,,,,,,,,,0.085
A2RSF9,0.081,,0.005,,,,,,,,,0.311
A2RSG8,,,,,,,,,,,,0.005
A2RSL7,,,,,,,,,,,,0.02
A2RSQ0,1.86,0.36,16.5,1.19,1.42,0.152,0.944,0.65,0.061,0.035,0.238,0.057
A2RSQ1,,,,,,,,,,,,0.002
A2RST1,,,,,,,,,,,,0.045
A2RSX4,,,,,,,,,53.6,,,
A2RSX7,0.071,0.677,14.8,5.85,1.67,,0.021,1.07,0.358,0.122,1.91,0.183
A2RSY1,0.231,,12.5,,,,,,0.031,,,1.07
A2RSY6,4.08,,18.3,,0.456,0.235,0.143,,2.0,0.122,14.5,9.6
A2RT60,,,,,0.119,,,1.64,,,,0.178
A2RT62,18.5,,72.3,4.76,0.452,,,,,0.104,,2.97
A2RT67,0.009,0.063,3.22,0.037,0.018,,0.009,61.5,,0.061,6.48,0.312
A2RT81,,,,,,,,,,,,0.033
A2RT91,0.002,,,,,,,,,,,0.054
A2RTF1,0.006,,,,,,,,,,,0.006
A2RTH5,13.3,2.6,115.0,64.2,3.48,1.4,2.74,24.5,7.8,0.47,25.7,3.07
A2RTL5,1.75,0.144,70.3,3.3,,,0.046,0.611,,0.106,1.95,13.9
A2RTP5,0.014,,,,,,,,,,,7e-06
A2RTS9,,,,,,,,,,,,0.013
A2RTT5,,,,,,,,,,,,0.033
A2TJV2,,,9.61,,,0.718,,,,,,6.16
A2VDH3,,,,,,,,,1.48,,,
A2VDH7,,,,,,,,,,,,0.041
A3FIN4,0.011,,,,0.173,,,,,,,0.008
A3KFM7,0.256,,13.4,,,,,,0.407,0.018,0.059,6.27
A3KFU9,,,2.99,,,,,,,,,0.011
A3KFX0,0.059,0.084,20.4,0.522,27.9,,,,5.51,,,0.068
A3KG45,,,10.1,,,,,,,,,0.004
A3KG49,,,,,,,,,,,,0.072
A3KG59,0.186,0.713,10.1,,48.6,0.16,0.133,,3.88,26.1,,0.268
A3KGA4,,,,,,,,,,,,0.038
A3KGB4,0.784,0.531,9.05,0.092,0.854,1.34,20.1,26.7,2.11,112.0,2.09,0.78
A3KGF7,0.852,,,,0.064,,,,,,3.27,0.085
A3KGF9,,,3.0,,,,,,0.146,,,0.84
A3KGK3,,,,,0.114,,,,,,,0.002
A3KGS3,1.9,5.07,5.97,,2.13,0.137,0.049,3.0,0.008,1.58,0.567,0.748
A3KGV1,0.041,,,,0.073,,,9.84,,,,5.63
A3KGW5,,,,,,,,,0.021,,,0.166
A3KMN5,0.06,,,,,,,,,,,0.09
A3KMP2,0.325,18.5,39.6,7.44,48.1,5.52,104.0,20.6,10.7,16.8,11.4,7.52
A4FUP9,0.045,,19.6,,,,,,,,,0.153
A4FUQ5,,,,,,,,,,,,0.002
A4IF42,,,,,,,,,,,,0.044
A4Q9E4,0.023,,,,,,,,,,,0.0003
A4Q9E5,,,,,0.096,,,,,,,0.014
A4Q9E8,,,,,,,,,,,,0.0002
A4Q9F0,,,6.77,,,,,,,,,0.004
A4Q9F1,,,,,,,,,,,,0.031
A4Q9F4,,,,,,,,,,,,0.007
A4Q9F6,,,,,,,,,,,,0.003
A4QPC6,,,,,,,,,,,,0.019
A4UUI3,0.023,4.79,5.69,,5.39,6.08,,,0.096,0.978,,
A5H0M4,,,,,,,,,,,,0.007
A6BLY7,0.57,,,,1.12,,11.1,,,,,1.94
A6H584,,,,,11.4,,5.01,0.637,1.18,,,0.08
A6H5V4,,,,,,,,,,,,0.025
A6H5Y1,,,,,,,,,,,,0.004
A6H5Y3,0.285,7.23,13.2,7.78,9.49,,0.765,6.64,4.12,2.59,29.1,0.398
A6H5Z3,4.23,0.266,49.1,0.55,0.093,0.302,0.072,16.1,1.08,,1.0,2.36
A6H603,0.006,,6.29,,,,,,,,,0.018
A6H611,3.42,28.4,31.7,0.641,47.9,,6.45,0.769,6.07,0.435,3.27,2.93
A6H619,0.007,,12.8,,0.465,,,1.33,,,,2.15
A6H630,1.88,2.46,44.1,4.85,,,0.641,8.34,12.0,0.125,35.0,9.33
A6H634,,,3.85,,,,,,,,,0.0003
A6H639,,,,,,,,,,,,0.009
A6H666,,,,,,,,,,,,0.0008
A6H684,,,,,,,,,,,,0.0003
A6H687,0.109,,11.9,,,,,,0.025,,,0.099
A6H690,,,,,,,,,,,,0.006
A6H694,14.5,,,,26.6,139.0,6.66,0.513,,,,0.064
A6H6A4,,,,,,,,,,,,0.024
A6H6A9,3.7,,19.5,,5.98,11.2,3.0,3.38,0.031,0.483,2.42,0.48
A6H6E2,0.078,10.5,13.6,,15.2,8.38,,23.8,0.463,,,0.393
A6H6E9,0.048,,21.7,,,,,,0.477,,,0.087
A6H6J2,,,,,,,28.7,3.81,,,,0.749
A6H6S0,0.023,,12.1,,,,,,,,,0.0004
A6H6T1,,,,,,,,,,,,2e-05
A6H6T7,0.036,,,,,,,,,,,0.0005
A6H8H2,0.442,96.7,18.4,36.9,28.0,0.098,2.43,126.0,5.97,29.1,10.2,2.33
A6H8H5,0.052,,10.7,,,,,,,,,0.132
A6NAS4,,,,,,,,,,,,0.001
A6NAS7,,,,,,,,,,,,0.001
A6NAT8,,,,,,,,,,,,2e-05
A6PW38,,,,,,,,,,,,0.013
A6PWD2,0.006,,,,0.119,,,3.17,,,,0.018
A6PWE0,0.023,,,,,,2.71,,,,,4.04
A6PWL3,,,,,,,,,,,,4e-05
A6PWV3,,,,,,,,,,,,0.027
A6PWV5,,,,,,,,,,,,0.021
A6PWY0,,,,,,,,,,,,0.0002
A6PWY4,4.61,,22.6,,,,,,,,1.29,28.4
A6X8I0,,,,,,,,,,,,0.03
A6X8J1,,,,,,,,,,,,0.04
A6X8Z5,0.045,0.279,11.9,7.32,60.2,,,28.2,0.229,0.049,1.4,0.091
A6X919,7.65,,38.8,,,,,,0.141,,,2.4
A6X935,86.8,132.0,11.7,5.04,213.0,178.0,533.0,575.0,10.5,208.0,65.7,782.0
A6X942,0.018,,,,,,,,,,,0.006
A6ZI46,426.0,547.0,324.0,607.0,238.0,92.2,36.9,278.0,895.0,145.0,237.0,405.0
A6ZI47,386.0,327.0,324.0,607.0,394.0,30.5,35.0,199.0,896.0,91.8,170.0,356.0
A7DTG3,,,,,0.178,,,,,,,0.011
A7E1W8,0.017,,,,,,,,,,,
A7E1Z1,,,,,,,,,,,,0.066
A7KBS4,,,,,0.114,,,,,,,0.209
A7L9Z8,0.004,,,,,,,,,,,0.037
A7M7C7,,,,,,,,,,,,0.003
A7MAW9,,,,,,,,,,,,0.056
A7MCT6,,,,,0.196,,2.07,,,,,0.105
A7RDN6,,8.13,,,62.7,,,,,,,0.081
A7TZF3,0.017,,,,,,,,,,,0.0003
A7VMS2,,1.71,,,0.084,0.331,2.06,1.3,,,2.94,0.768
A7VMS3,,,,,,,0.724,,,,,0.142
A7XUY5,,,,,0.068,,,,,,,0.0009
A7XUZ6,,,,,,,,,,,,0.0009
A7XV07,,,,,,,,,,,,0.0003
A8C756,0.182,0.079,8.05,0.305,0.014,2.07,,4.87,0.166,28.6,41.6,2.88
A8E0Y8,,,,,,,,,,,,0.01
A8HG57,,,,,,,,,,,,0.0005
A8VU90,,,,,,,,,,,,0.025
A8Y5H7,1.24,0.184,19.9,0.217,,,0.005,2.75,13.0,0.04,0.258,0.611
A9C496,7.19,0.438,,,0.106,12.2,35.6,1.1,,0.546,0.544,183.0
A9JSM3,,,,,,,,,,,,0.102
A9Q751,,,,,0.068,,,,,,,0.006
A9R9W0,11.4,0.743,,,0.167,,257.0,1.52,,0.857,0.844,238.0
A9Z055,,,,,,,,,,,,0.022
A9Z1V5,0.025,,5.45,,,,,,,,,0.006
B0V2N1,17.2,,48.8,14.7,0.191,0.645,0.657,0.835,0.335,,,2.93
B0V2W4,,,,,,,,,,,,0.001
B0V2W5,,,,,,,,,,,,0.009
B1APN4,19.8,,,,,,,,,,,0.042
B1AQ75,0.475,,,,1.65,0.354,10.6,,,0.096,,1.84
B1AQ85,,,,,,,,,,,,0.003
B1AQJ2,1.6,,2.55,,,,,,0.011,,,6.79
B1AQP7,0.057,,,,,0.193,0.14,0.217,,0.431,0.288,0.031
B1AR09,,,7.49,,,,,,,,,0.147
B1AR13,29.5,87.5,87.0,3.99,138.0,32.4,130.0,3.79,7.58,0.49,0.785,33.4
B1AR17,5.67,1.41,13.2,,0.659,10.4,4.24,6.72,0.013,20.0,48.1,5.87
B1AR51,0.153,,,,,,,1.49,,,,0.01
B1AR69,0.436,0.791,,,9.44,,,0.674,20.4,0.419,1.19,9.06
B1ARD6,0.63,,3.5,,,,,,0.089,,,1.63
B1ARD8,0.116,,,,,,,,0.154,,,0.329
B1ARH2,,,,,,,,,,,,0.021
B1ARL3,,,,,,,,,,,,3e-05
B1ART1,32.9,10.8,20.2,,25.5,4.95,41.3,1.61,1.07,,16.1,0.134
B1ARV2,,,,,,,,,,,,0.004
B1ARV3,,,,,,,,,,,,0.006
B1ARV5,0.017,,,,,,,,,,,2e-05
B1ARV6,0.012,,6.8,,,,,,,,,0.005
B1ARW8,,,25.8,,,,,,,,,22.2
B1ARY8,,,,,,,,,,,,0.007
B1AS29,0.312,,20.8,,,,0.064,,,,0.123,0.075
B1AS42,0.478,,,,,,,,,,,0.011
B1ASA5,,,6.06,,,,,,0.012,,,1.1
B1ASB3,,,,,,,,,,,,0.008
B1ASB6,,,,,,,,,,,,0.043
B1ASD8,0.03,,,,,,,,,,,0.094
B1ASE2,1785.0,668.0,98.6,674.0,567.0,486.0,639.0,434.0,39.7,921.0,613.0,671.0
B1ASQ7,0.021,,,,,,,,,,,0.151
B1AT01,,,,,,,,,,,,0.028
B1AT66,,,,,,,,,,,,0.031
B1ATG9,,,,,,,,,,,,0.009
B1ATX6,,,,,,,,,,,,0.008
B1ATY8,,,,,,,,,,,,0.002
B1AUC4,0.0009,,,,,,,,,,,0.156
B1AUC7,,,5.11,,0.096,,,,,,,
B1AUE5,,,27.5,,11.2,,4.4,,0.118,,,1.02
B1AUH1,,,7.27,,0.055,,,,,,,0.023
B1AUN2,7.16,3.01,53.2,2.04,3.14,1.69,2.39,6.57,5.79,54.1,30.7,7.85
B1AUR6,,,,,,,,,,,0.457,0.067
B1AUS6,,,,,,,,,,,,0.029
B1AUV4,0.029,,,,,,,,,,,
B1AUV6,,,,,,,,,,,,8e-05
B1AUV7,,,,,,,,,,,,2e-05
B1AV60,11.8,,3.55,,,,,,,,,0.013
B1AVB3,,,,,,,,,,,,45.9
B1AVD1,,,,,,30.7,,9.53,0.035,,,0.061
B1AVH7,0.007,0.038,,,0.082,,,,,,,0.213
B1AVK5,0.004,,,,,,,25.4,0.007,,,0.064
B1AVN5,0.031,,,,,,,,,,,0.223
B1AVP0,10.6,,24.4,,,,,0.686,,,,0.69
B1AVU4,,,,,,,,,,,,2.4
B1AVU5,,,,,,,,,,,,0.015
B1AVU6,,,,,,,,,,,,0.007
B1AVU7,,,,,,,,,,,,0.013
B1AVY7,16.6,,6.12,,5.5,0.15,0.085,1.26,0.165,0.424,0.884,0.247
B1AVZ0,1.74,0.368,33.4,11.0,1.55,0.755,0.653,14.5,1.17,2.21,24.7,3.86
B1AVZ5,,,,,,,,,,,,0.283
B1AW18,,,,,,,,,,,,0.027
B1AWG4,,,,,,,,,,,,0.022
B1AWI6,,,,,,,,,,,,0.068
B1AWJ5,,,,,,,,,,,,0.003
B1AWL2,,,7.45,,,,,,,,,20.8
B1AWM0,,,,,,,,,,,,0.014
B1AWN4,0.01,,,,,,,,,,,0.005
B1AWN6,38.4,,74.4,,0.019,,,,,,,3.69
B1AWT2,2.28,5.25,2.86,0.35,0.145,1.94,,0.405,0.531,0.31,6.18,2.93
B1AWZ3,,,,,,,2.32,,,,,0.708
B1AX35,,,,,,,,,,,,0.033
B1AX39,0.521,,,,,,,,,,,2.42
B1AX85,,,,,,,,,,,,3e-05
B1AXB9,,,,,,,,,,,,0.72
B1AXD8,,,8.67,,,,,,,,,3.9
B1AXF0,0.022,,,,,,,,,,,0.0002
B1AXH1,0.195,,43.9,,,,,,,,,0.277
B1AXP3,,,,,,,,,,,,0.039
B1AXP6,0.358,12.1,78.5,25.9,5.21,,0.479,1.97,0.705,2.29,7.07,16.8
B1AXU3,0.291,,20.7,,,,,,0.023,,,0.431
B1AXV0,3.08,,50.1,,,,,,,,,2.71
B1AY10,0.071,,6.96,,,,,,0.146,3.06,,2.08
B1AY13,53.6,49.7,44.4,0.685,42.3,40.1,54.3,63.9,17.1,152.0,223.0,4.36
B1AY15,,,,,,,,,,,,0.018
B1AY26,,,,,,,,,,,,0.002
B1AY40,,,,,,,,,,,,0.032
B1AYB5,,,6.05,,,,,,,,,0.026
B1AYH9,,,,,,,,,,,,0.001
B1AYI3,,,,,,,,,,,,0.001
B1AYI8,,,,,,,,,,,,0.001
B1AYL1,0.129,1.82,13.8,,0.37,,,667.0,0.056,,,0.147
B1AYM9,,,,,,,,,,,,0.0006
B1AYN9,,,,,,,,,,,,0.012
B1AZ99,,,3.46,,,,,,,,,0.053
B1AZA0,,,,,,,,,,,,0.033
B1AZA5,0.143,,17.4,,0.073,,,1.91,0.484,,,1.99
B1AZI6,9.93,1.02,31.8,,3.58,0.059,4.57,4.73,8.98,0.287,4.23,18.2
B1AZM2,,,,,,,,,,,,0.248
B1AZP2,3.44,0.257,47.9,7.37,3.52,,0.07,14.5,0.438,0.612,5.65,13.0
B1AZQ8,,,,,,,,,,,,0.005
B1AZR0,,,2.71,,,,,,,,,0.0002
B1B034,0.086,,,,,,,,,,,0.025
B1B0N6,0.101,,,,,,,,,,,0.012
B1B0R1,,,,,,,,,,,,0.037
B1B0R2,,,,,,,,,,,,0.004
B1B0V2,,,,,,,,,,,,0.007
B1B0X0,,,,,,,,,,,,0.336
B1B0X6,,,,,,,,,,,,0.306
B1B1A0,,,,,,,,,,,,0.007
B1B1B8,7.89,,24.4,11.1,,0.213,,1.16,,,,3.45
B1B1D3,,,,,,,,,,,,0.05
B1B212,,,,,,,,,,,,0.401
B2B9E1,,,20.8,,,,,,,,,
B2KF05,0.007,,,,,,,,,,,0.042
B2KF50,0.647,,20.6,,,,,,0.617,,,0.511
B2KFW1,0.011,,,,,,,,,,,0.126
B2KG20,,,,,,,,,,,,5e-05
B2KGE5,,,,,,,,,,,,0.026
B2RPU2,1.66,,50.7,,,,,,,,,1.04
B2RPU8,119.0,10.1,,2.8,114.0,2.94,122.0,5.58,3.22,7.71,4.33,25.8
B2RPV6,0.01,,106.0,,0.374,,,5.38,,,16.6,1.19
B2RPY5,,,,,,,,,,,,0.012
B2RQA1,0.076,,0.537,,,,,,,,,0.277
B2RQC2,,,5.18,,0.068,,,,,,,0.08
B2RQC6,98.3,29.5,82.2,0.123,41.2,125.0,286.0,301.0,11.1,5473.0,1293.0,27.0
B2RQE8,0.021,,7.1,,,,0.509,2.77,0.138,,,0.035
B2RQG2,1.07,,22.4,,,,11.1,4.47,0.136,,,4.14
B2RQL2,,,,,,,,,,,,0.025
B2RQT2,,,,,,,,,,,,0.004
B2RQY6,3.08,,,,0.223,0.431,1.94,0.256,,,6.19,3.27
B2RR24,,,1.41,,,,,,,,,0.022
B2RR83,0.199,1.79,27.9,,0.073,,0.035,,0.212,2.39,1.38,2.14
B2RR88,,,,,,,,,,,,0.01
B2RRD7,0.008,,15.2,,,,,2.53,0.057,,,1.45
B2RRE4,,,2.86,,,,,,,,,0.31
B2RRE7,3.02,0.491,13.3,,5.25,,,3.52,5.09,3.98,0.44,14.7
B2RRF6,,,,,0.046,,,,,,,0.05
B2RRL2,,,4.94,,,,,,,,,1.67
B2RS76,,2.74,1.52,6.46,14.9,,0.22,3.84,8.26,5686.0,91.7,2.83
B2RS91,0.014,,5.91,,,,,,0.252,,15.8,2.53
B2RSG7,,,,,,,,,,,,0.738
B2RSH2,113.0,25.7,138.0,,8.74,73.5,9.55,101.0,0.042,132.0,48.8,28.8
B2RSY5,,,,,,,,,,,,0.003
B2RT14,4.28,0.028,,,,1.67,78.1,0.035,,,,22.0
B2RT41,0.019,,5.08,,,0.033,0.361,,0.008,1.35,,0.501
B2RT44,,,24.8,,,,,,,,,0.024
B2RT89,,,,,,0.208,3.58,,,,,0.204
B2RTN2,,,,,,,,,,,,0.005
B2RTN3,,,,,,,,,,,,0.0004
B2RU40,,,,,,,,,,,,0.0004
B2RU80,0.03,0.077,,,0.293,1.02,0.141,16.2,,0.016,,0.052
B2RUD9,,,,,,,,,,,,0.003
B2RUI1,,,,,,,,,,,,0.024
B2RUJ5,14.5,0.074,64.4,0.408,,,,,,,0.089,1.27
B2RUK9,,,,,,,,,,,,0.019
B2RUM3,,,,,,,,,,,,0.207
B2RUP2,,,,,,,0.005,112.0,,,44.6,0.493
B2RUQ2,,,,,,,,,,,,0.009
B2RUR4,,,,,,,,,,,,0.003
B2RUR8,0.883,0.431,18.6,1.55,0.888,,0.065,14.4,6.3,26.5,14.0,2.05
B2RUS7,0.007,0.189,12.7,,0.894,,,,,0.054,,0.05
B2RV46,,,,,,,,4.3,,,,0.006
B2RV77,,,,,,,,,,,,0.858
B2RVB7,,,,,,,,,,,,0.013
B2RVB9,,,,,,,,,,,1.54,0.039
B2RVE2,,,,,,,,,,,,0.0003
B2RVI8,,,,,,,1.75,,,,,0.21
B2RVL1,,,,,,,,,,,,0.123
B2RVL6,0.189,,7.35,,,,,,0.016,,,1.09
B2RVN1,,,,,,,,,,,,0.034
B2RVW2,,,,,,,,,,,,0.387
B2RVX8,,,,,,,,,,,,0.003
B2RVY8,,,,,,,,,,,,0.006
B2RVY9,,,,,8.02,,,,3.94,,,0.004
B2RVZ0,,,,,,,,,,,,0.012
B2RVZ1,,,,,,,,,,,,3e-06
B2RW07,0.278,,22.9,,,,,,0.002,,,0.016
B2RW11,1.17,,26.1,,,,,,,,,0.227
B2RW38,0.004,0.235,,,0.045,,,1.69,,0.324,,0.027
B2RW88,,,,,,,,,,,,0.0004
B2RWC4,0.021,,18.7,1.2,,,,,,,,0.136
B2RWD2,,,,,,,,,,,,0.037
B2RWH8,,,,,,,1.35,,,,,0.03
B2RWJ3,0.102,,5.09,,,,,,,,,0.04
B2RWR6,0.034,,,,,,,,,,,0.023
B2RWS6,2.63,,5.16,,0.348,,0.05,11.4,0.079,1.91,21.0,9.08
B2RWW0,0.017,,,,,,,,,,,0.018
B2RX12,0.018,0.256,,,0.184,5.81,94.8,6.81,,0.141,59.8,1.94
B2RX14,0.126,,8.95,,0.237,,,,0.094,,14.3,3.16
B2RX31,,,2.37,,,,,,,,,0.02
B2RX47,,,,,,,,,,,,0.031
B2RX70,,,,,,,,,,,,0.005
B2RX82,0.021,,,,,,,,,,,0.005
B2RX88,,,4.98,,0.055,,,,,,,0.175
B2RXA1,,,14.9,,,,,,,,,0.01
B2RXA7,,,,,,,,,,,,0.0002
B2RXA8,,,,,,,,,,,,3e-06
B2RXB0,,,,,,,,,,,,0.098
B2RXC1,10.7,25.8,48.9,,3.03,19.8,17.5,46.4,1.18,11.8,3.16,1.57
B2RXC2,0.072,1.78,17.2,,0.041,,0.05,7.22,0.917,,0.096,0.358
B2RXC5,,,,,,,,,,,,0.009
B2RXC6,0.048,0.018,7.78,,11.7,0.792,0.07,,0.042,0.327,7.7,1.06
B2RXC8,0.054,0.841,7.46,3.97,0.431,,0.059,14.9,8.45,0.42,23.8,0.014
B2RXE2,0.039,,4.58,,,,,,,,,0.003
B2RXM4,,,,,,,,,,,,0.009
B2RXM5,,,3.57,,,,,,0.036,,,5e-05
B2RXM6,,,,,,,,0.342,,,6.65,0.069
B2RXQ9,3.44,,0.318,,109.0,79.2,4.46,0.77,,6.58,9.12,21.8
B2RXR6,0.115,0.432,25.8,0.254,0.872,0.068,0.394,63.1,0.618,0.141,110.0,0.598
B2RXS4,17.2,0.282,93.0,0.968,21.0,39.6,67.5,71.9,6.59,10.4,56.0,10.3
B2RXV4,,,13.9,,,,,,,,,0.416
B2RXW8,6.54,0.468,18.2,0.877,0.162,0.697,0.252,21.9,0.673,40.0,6.63,4.36
B2RXX5,,,,,,,,,,,,0.32
B2RXZ1,,,,,,,,,,,,0.025
B2RXZ2,,,,,0.924,,280.0,0.059,,,,18.4
B2RY04,0.115,0.28,10.9,,0.488,52.5,0.007,10.2,1.16,111.0,68.0,5.38
B2RY52,,,,,,,,,,,,0.052
B2RY53,58.2,2.3,,,1.28,5.31,10.6,6.82,,71.5,23.8,82.7
B2RY56,41.4,3.33,76.5,36.0,3.42,5.11,2.84,25.1,37.9,0.194,16.4,57.2
B2RY71,,,,,,,,,,,,0.011
B2RY83,,,,,,,,,,,,0.001
